Phase,FPS_Inst,Latence_ms,Temp_C,Power_Soft_W,Power_Manual_W
TEST,1.9,540.08,83.8,0,5.57
TEST,1.8,550.22,83.3,0,5.57
TEST,1.9,537.08,83.8,0,5.57
TEST,1.9,528.19,83.3,0,5.57
TEST,1.8,541.79,83.8,0,5.57
TEST,1.9,535.23,82.8,0,5.57
TEST,1.9,540.23,82.3,0,5.57
TEST,1.8,544.23,83.3,0,5.57
TEST,1.9,537.92,82.8,0,5.57
TEST,1.9,535.85,82.3,0,5.57
TEST,1.9,537.65,83.8,0,5.57
TEST,1.8,544.42,83.3,0,5.57
TEST,1.8,541.08,82.8,0,5.57
TEST,1.8,545.95,83.8,0,5.57
TEST,1.9,537.33,82.3,0,5.57
TEST,1.9,536.64,83.3,0,5.57
TEST,1.9,537.78,83.8,0,5.57
TEST,1.9,538.63,83.3,0,5.57
TEST,1.9,540.12,82.8,0,5.57
TEST,1.9,536.18,83.3,0,5.57
TEST,1.8,554.16,83.8,0,5.57
TEST,1.8,541.06,83.8,0,5.57
TEST,1.9,537.26,84.2,0,5.57
TEST,1.8,547.46,82.8,0,5.57
TEST,1.9,535.73,83.3,0,5.57
TEST,1.9,536.26,84.2,0,5.57
TEST,1.8,548.11,83.3,0,5.57
TEST,1.8,546.86,83.3,0,5.57
TEST,1.8,543.79,82.8,0,5.57
TEST,1.9,539.15,83.3,0,5.57
TEST,1.9,540.53,83.8,0,5.57
TEST,1.8,542.8,83.8,0,5.57
TEST,1.8,544.09,82.8,0,5.57
TEST,1.9,533.35,82.8,0,5.57
TEST,1.8,543.67,83.8,0,5.57
TEST,1.9,535.76,82.8,0,5.57
TEST,1.9,535.55,82.8,0,5.57
TEST,1.9,538.23,82.3,0,5.57
TEST,1.9,538.59,83.8,0,5.57
TEST,1.8,549.49,83.3,0,5.57
TEST,1.8,543.92,83.3,0,5.57
TEST,1.9,538.98,83.8,0,5.57
TEST,1.8,543.03,82.8,0,5.57
TEST,1.9,536.7,83.8,0,5.57
TEST,1.9,539.3,83.3,0,5.57
TEST,1.8,542.3,83.3,0,5.57
TEST,1.9,531.66,84.2,0,5.57
TEST,1.8,543.3,82.8,0,5.57
TEST,1.8,551.37,83.3,0,5.57
TEST,1.9,539.16,83.3,0,5.57
TEST,1.9,539.99,83.3,0,5.57
TEST,1.8,544.85,83.3,0,5.57
TEST,1.8,543.95,82.8,0,5.57
TEST,1.8,545.35,82.8,0,5.57
TEST,1.8,543.54,83.3,0,5.57
TEST,1.9,536.78,82.8,0,5.57
TEST,1.8,546.49,83.3,0,5.57
TEST,1.9,538.65,82.3,0,5.57
TEST,1.9,535.92,83.8,0,5.57
TEST,1.8,544.67,83.8,0,5.57
TEST,1.8,544.69,83.3,0,5.57
TEST,1.9,534.19,83.3,0,5.57
TEST,1.8,541.52,82.8,0,5.57
TEST,1.9,534.81,84.7,0,5.57
TEST,1.8,548.69,82.8,0,5.57
TEST,1.8,543.33,83.3,0,5.57
TEST,1.8,553.98,84.2,0,5.57
TEST,1.9,539.64,84.2,0,5.57
TEST,1.8,543.49,82.8,0,5.57
TEST,1.8,553.81,82.8,0,5.57
TEST,1.8,543.36,83.3,0,5.57
TEST,1.9,539.6,83.8,0,5.57
TEST,1.8,542.68,82.8,0,5.57
TEST,1.9,539.89,82.8,0,5.57
TEST,1.8,553.08,83.3,0,5.57
TEST,1.8,542.94,83.8,0,5.57
TEST,1.9,538.94,83.3,0,5.57
TEST,1.8,550.47,83.3,0,5.57
TEST,1.8,543.31,81.8,0,5.57
TEST,1.8,545.21,83.8,0,5.57
TEST,1.9,540.07,83.3,0,5.57
TEST,1.8,544.04,83.8,0,5.57
TEST,1.8,541.93,82.8,0,5.57
TEST,1.9,536.58,83.3,0,5.57
TEST,1.8,548.34,84.2,0,5.57
TEST,1.8,550.03,83.8,0,5.57
TEST,1.8,543.47,83.3,0,5.57
TEST,1.8,540.56,83.8,0,5.57
TEST,1.8,542.17,83.3,0,5.57
TEST,1.8,542.89,83.8,0,5.57
TEST,1.8,544.54,83.8,0,5.57
TEST,1.8,542.04,83.8,0,5.57
TEST,1.9,536.97,84.2,0,5.57
TEST,1.8,547.23,83.8,0,5.57
TEST,1.9,534.78,83.3,0,5.57
TEST,1.8,544.54,84.2,0,5.57
TEST,1.8,542.57,83.3,0,5.57
TEST,1.8,556.98,84.2,0,5.57
TEST,1.9,537.28,84.2,0,5.57
TEST,1.8,550.41,83.8,0,5.57
TEST,1.9,540.1,83.3,0,5.57
TEST,1.8,545.05,83.8,0,5.57
TEST,1.8,546.85,82.8,0,5.57
TEST,1.8,549.6,83.3,0,5.57
TEST,1.9,535.15,84.2,0,5.57
TEST,1.8,543.84,83.3,0,5.57
TEST,1.8,542.74,84.2,0,5.57
TEST,1.8,540.87,82.3,0,5.57
TEST,1.8,541.44,82.8,0,5.57
TEST,1.9,535.43,84.2,0,5.57
TEST,1.8,552.42,83.8,0,5.57
TEST,1.8,541.27,82.3,0,5.57
TEST,1.8,541.72,83.3,0,5.57
TEST,1.8,543.39,83.3,0,5.57
TEST,1.8,540.63,83.3,0,5.57
TEST,1.8,548.48,83.8,0,5.57
TEST,1.9,539.19,84.7,0,5.57
TEST,1.8,544.0,82.8,0,5.57
TEST,1.8,547.72,83.3,0,5.57
TEST,1.7,599.24,81.3,0,5.57
TEST,1.9,538.36,83.8,0,5.57
TEST,1.9,534.33,83.8,0,5.57
TEST,1.8,547.21,82.8,0,5.57
TEST,1.9,540.33,83.3,0,5.57
TEST,1.8,545.49,82.8,0,5.57
TEST,1.8,550.73,83.8,0,5.57
TEST,1.9,535.62,82.8,0,5.57
TEST,1.8,546.8,83.3,0,5.57
TEST,1.8,540.88,83.3,0,5.57
TEST,1.9,538.45,83.3,0,5.57
TEST,1.8,553.0,83.3,0,5.57
TEST,1.9,539.53,83.8,0,5.57
TEST,1.8,547.76,82.8,0,5.57
TEST,1.9,537.38,83.8,0,5.57
TEST,1.8,546.21,83.3,0,5.57
TEST,1.8,544.9,84.2,0,5.57
TEST,1.9,536.64,83.3,0,5.57
TEST,1.9,539.99,83.3,0,5.57
TEST,1.8,541.98,83.8,0,5.57
TEST,1.9,540.37,84.2,0,5.57
TEST,1.8,545.99,83.3,0,5.57
TEST,1.8,545.73,84.2,0,5.57
TEST,1.8,543.02,83.8,0,5.57
TEST,1.8,543.38,84.2,0,5.57
TEST,1.9,539.49,83.8,0,5.57
TEST,1.8,549.92,82.8,0,5.57
TEST,1.8,546.31,83.8,0,5.57
TEST,1.9,537.58,84.2,0,5.57
TEST,1.8,545.31,83.8,0,5.57
TEST,1.8,544.25,84.2,0,5.57
TEST,1.8,546.39,82.8,0,5.57
TEST,1.8,549.82,83.3,0,5.57
TEST,1.8,552.76,84.7,0,5.57
TEST,1.8,546.56,83.3,0,5.57
TEST,1.8,548.02,84.2,0,5.57
TEST,1.9,538.52,83.8,0,5.57
TEST,1.8,543.86,83.3,0,5.57
TEST,1.9,529.73,84.7,0,5.57
TEST,1.8,556.68,83.3,0,5.57
TEST,1.8,550.26,84.2,0,5.57
TEST,1.8,547.38,83.3,0,5.57
TEST,1.8,545.19,82.8,0,5.57
TEST,1.9,540.11,83.3,0,5.57
TEST,1.9,529.58,84.2,0,5.57
TEST,1.8,558.2,83.3,0,5.57
TEST,1.8,545.13,84.7,0,5.57
TEST,1.9,537.51,83.8,0,5.57
TEST,1.8,554.75,83.8,0,5.57
TEST,1.9,538.1,83.8,0,5.57
TEST,1.8,548.9,83.3,0,5.57
TEST,1.8,548.35,83.8,0,5.57
TEST,1.8,555.37,83.8,0,5.57
TEST,1.8,542.59,83.3,0,5.57
TEST,1.8,554.38,83.8,0,5.57
TEST,1.8,541.61,82.8,0,5.57
TEST,1.8,541.17,84.7,0,5.57
TEST,1.8,541.46,83.3,0,5.57
TEST,1.9,530.81,83.8,0,5.57
TEST,1.8,542.72,83.3,0,5.57
TEST,1.8,540.82,83.8,0,5.57
TEST,1.8,552.19,83.3,0,5.57
TEST,1.8,551.1,83.8,0,5.57
TEST,1.9,534.34,83.3,0,5.57
TEST,1.8,544.69,83.3,0,5.57
TEST,1.8,557.31,83.3,0,5.57
TEST,1.8,548.64,82.8,0,5.57
TEST,1.8,549.35,83.3,0,5.57
TEST,1.8,543.78,83.8,0,5.57
TEST,1.8,544.01,83.8,0,5.57
TEST,1.8,545.46,83.8,0,5.57
TEST,1.8,542.88,83.3,0,5.57
TEST,1.9,539.53,83.3,0,5.57
TEST,1.8,542.78,83.8,0,5.57
TEST,1.9,537.49,83.3,0,5.57
TEST,1.8,549.15,83.3,0,5.57
TEST,1.8,541.45,84.2,0,5.57
TEST,1.8,548.04,83.3,0,5.57
TEST,1.8,549.03,83.8,0,5.57
TEST,1.8,543.11,84.2,0,5.57
TEST,1.8,545.68,83.8,0,5.57
TEST,1.8,549.96,83.3,0,5.57
TEST,1.8,550.16,83.8,0,5.57
TEST,1.8,552.71,83.8,0,5.57
TEST,1.8,543.4,84.2,0,5.57
TEST,1.8,549.83,83.3,0,5.57
TEST,1.8,542.9,84.2,0,5.57
TEST,1.8,553.56,83.8,0,5.57
TEST,1.8,548.16,83.8,0,5.57
TEST,1.8,546.85,82.8,0,5.57
TEST,1.8,548.57,83.8,0,5.57
TEST,1.8,549.11,83.3,0,5.57
TEST,1.8,542.69,83.3,0,5.57
TEST,1.8,549.5,83.3,0,5.57
TEST,1.9,536.47,83.8,0,5.57
TEST,1.8,558.22,83.8,0,5.57
TEST,1.8,541.21,83.8,0,5.57
TEST,1.9,538.7,83.3,0,5.57
TEST,1.8,543.46,82.8,0,5.57
TEST,1.8,545.26,83.3,0,5.57
TEST,1.9,537.76,84.2,0,5.57
TEST,1.8,546.7,83.8,0,5.57
TEST,1.8,544.75,84.2,0,5.57
TEST,1.8,541.8,83.3,0,5.57
TEST,1.8,541.58,82.8,0,5.57
TEST,1.9,532.54,83.3,0,5.57
TEST,1.8,543.99,83.8,0,5.57
TEST,1.8,547.6,82.8,0,5.57
TEST,1.8,542.36,83.8,0,5.57
TEST,1.9,538.57,84.2,0,5.57
TEST,1.8,549.08,83.3,0,5.57
TEST,1.9,528.97,83.8,0,5.57
TEST,1.9,534.57,83.3,0,5.57
TEST,1.8,541.56,83.8,0,5.57
TEST,1.9,537.14,82.8,0,5.57
TEST,1.8,547.16,83.3,0,5.57
TEST,1.8,541.03,84.2,0,5.57
TEST,1.8,555.09,83.3,0,5.57
TEST,1.9,527.35,84.2,0,5.57
TEST,1.9,534.68,82.8,0,5.57
TEST,1.8,541.91,82.3,0,5.57
TEST,1.9,534.27,82.8,0,5.57
TEST,1.9,537.02,83.8,0,5.57
TEST,1.9,536.09,83.3,0,5.57
TEST,1.8,553.7,83.3,0,5.57
TEST,1.9,537.75,82.3,0,5.57
TEST,1.9,533.55,82.8,0,5.57
TEST,1.9,527.96,82.8,0,5.57
TEST,1.9,537.07,84.2,0,5.57
TEST,1.9,539.35,83.3,0,5.57
TEST,1.9,537.44,83.3,0,5.57
TEST,1.9,540.22,83.3,0,5.57
TEST,1.9,534.41,83.3,0,5.57
TEST,1.9,537.48,83.3,0,5.57
TEST,1.8,548.36,83.3,0,5.57
TEST,1.8,542.49,83.8,0,5.57
TEST,1.9,537.7,82.3,0,5.57
TEST,1.8,544.59,82.8,0,5.57
TEST,1.9,537.62,83.8,0,5.57
TEST,1.8,543.08,83.3,0,5.57
TEST,1.9,537.34,82.3,0,5.57
TEST,1.8,546.79,82.8,0,5.57
TEST,1.9,533.92,83.8,0,5.57
TEST,1.8,542.48,83.8,0,5.57
TEST,1.8,540.71,83.8,0,5.57
TEST,1.9,534.92,83.8,0,5.57
TEST,1.9,537.35,83.8,0,5.57
TEST,1.8,544.01,82.3,0,5.57
TEST,1.9,529.32,83.8,0,5.57
TEST,1.8,546.98,83.8,0,5.57
TEST,1.8,542.02,83.8,0,5.57
TEST,1.8,551.17,83.3,0,5.57
TEST,1.9,531.52,83.3,0,5.57
TEST,1.9,538.17,84.2,0,5.57
TEST,1.8,550.51,84.7,0,5.57
TEST,1.9,538.32,84.2,0,5.57
TEST,1.9,527.87,83.8,0,5.57
TEST,1.7,585.19,83.3,0,5.57
TEST,1.9,536.95,83.3,0,5.57
TEST,1.8,541.36,84.7,0,5.57
TEST,1.8,543.12,83.3,0,5.57
TEST,1.8,549.74,83.8,0,5.57
TEST,1.8,549.38,83.8,0,5.57
TEST,1.8,541.53,83.3,0,5.57
TEST,1.8,548.38,83.8,0,5.57
TEST,1.9,539.79,83.8,0,5.57
TEST,1.8,549.54,82.3,0,5.57
TEST,1.8,543.82,82.8,0,5.57
TEST,1.9,539.62,83.3,0,5.57
TEST,1.9,539.9,84.7,0,5.57
TEST,1.8,541.73,83.3,0,5.57
TEST,1.9,538.21,83.3,0,5.57
TEST,1.8,547.34,84.2,0,5.57
TEST,1.9,536.28,83.8,0,5.57
TEST,1.9,540.4,83.3,0,5.57
TEST,1.8,540.85,83.3,0,5.57
TEST,1.9,534.87,83.8,0,5.57
TEST,1.8,546.66,82.8,0,5.57
TEST,1.9,539.12,83.8,0,5.57
TEST,1.8,544.6,84.2,0,5.57
TEST,1.8,542.59,83.8,0,5.57
TEST,1.9,537.38,84.2,0,5.57
TEST,1.8,542.7,83.3,0,5.57
TEST,1.8,545.76,83.3,0,5.57
TEST,1.8,547.64,83.3,0,5.57
TEST,1.8,566.57,83.8,0,5.57
TEST,1.8,543.26,83.8,0,5.57
TEST,1.8,549.71,82.3,0,5.57
TEST,1.8,541.71,82.8,0,5.57
TEST,1.8,547.13,82.8,0,5.57
TEST,1.9,535.2,82.8,0,5.57
TEST,1.9,538.81,83.3,0,5.57
TEST,1.8,544.09,83.3,0,5.57
TEST,1.8,542.95,83.8,0,5.57
TEST,1.9,535.41,84.2,0,5.57
TEST,1.8,543.68,83.8,0,5.57
TEST,1.8,552.98,84.2,0,5.57
TEST,1.8,545.69,83.3,0,5.57
TEST,1.8,542.38,82.8,0,5.57
TEST,1.9,540.33,83.3,0,5.57
TEST,1.8,544.16,84.2,0,5.57
TEST,1.9,538.3,83.8,0,5.57
TEST,1.8,550.43,82.8,0,5.57
TEST,1.9,534.92,83.8,0,5.57
TEST,1.8,553.93,83.8,0,5.57
TEST,1.9,536.55,82.3,0,5.57
TEST,1.9,540.41,83.8,0,5.57
TEST,1.9,539.44,84.2,0,5.57
TEST,1.9,535.21,83.3,0,5.57
TEST,1.8,540.91,83.8,0,5.57
TEST,1.9,539.99,83.8,0,5.57
TEST,1.9,535.49,84.2,0,5.57
TEST,1.8,546.79,83.3,0,5.57
TEST,1.8,546.48,84.2,0,5.57
TEST,1.8,541.07,83.8,0,5.57
TEST,1.8,542.76,84.2,0,5.57
TEST,1.9,536.1,83.8,0,5.57
TEST,1.9,538.71,84.2,0,5.57
TEST,1.8,550.23,83.8,0,5.57
TEST,1.8,546.26,83.3,0,5.57
TEST,1.8,544.52,83.8,0,5.57
TEST,1.8,546.7,82.8,0,5.57
TEST,1.8,548.2,83.3,0,5.57
TEST,1.8,548.0,83.3,0,5.57
TEST,1.9,539.24,83.8,0,5.57
TEST,1.8,541.47,82.8,0,5.57
TEST,1.9,539.75,83.3,0,5.57
TEST,1.9,538.61,83.8,0,5.57
TEST,1.8,543.32,83.3,0,5.57
TEST,1.9,539.99,83.8,0,5.57
TEST,1.9,539.26,83.3,0,5.57
TEST,1.9,539.79,84.2,0,5.57
TEST,1.8,543.57,84.7,0,5.57
TEST,1.8,547.44,83.8,0,5.57
TEST,1.8,546.12,83.3,0,5.57
TEST,1.9,537.64,83.8,0,5.57
TEST,1.9,539.63,83.3,0,5.57
TEST,1.8,542.85,82.8,0,5.57
TEST,1.9,539.02,84.2,0,5.57
TEST,1.8,547.98,82.8,0,5.57
TEST,1.8,542.47,83.3,0,5.57
TEST,1.8,549.69,83.3,0,5.57
TEST,1.9,540.32,83.3,0,5.57
TEST,1.8,550.09,83.3,0,5.57
TEST,1.8,544.64,83.3,0,5.57
TEST,1.8,546.19,84.2,0,5.57
TEST,1.8,550.81,84.2,0,5.57
TEST,1.8,543.13,83.3,0,5.57
TEST,1.8,546.7,82.8,0,5.57
TEST,1.8,544.55,83.3,0,5.57
TEST,1.8,547.71,83.3,0,5.57
TEST,1.8,546.08,83.3,0,5.57
TEST,1.8,543.01,83.3,0,5.57
TEST,1.8,547.91,84.2,0,5.57
TEST,1.8,542.8,82.8,0,5.57
TEST,1.8,543.94,83.8,0,5.57
TEST,1.9,540.49,83.3,0,5.57
TEST,1.8,544.95,83.8,0,5.57
TEST,1.8,546.34,82.8,0,5.57
TEST,1.8,554.11,83.8,0,5.57
TEST,1.8,543.32,83.3,0,5.57
TEST,1.8,551.63,82.8,0,5.57
TEST,1.8,547.89,83.8,0,5.57
TEST,1.8,541.78,82.8,0,5.57
TEST,1.8,546.07,83.8,0,5.57
TEST,1.8,544.4,83.3,0,5.57
TEST,1.9,537.59,83.8,0,5.57
TEST,1.8,544.19,83.3,0,5.57
TEST,1.9,537.83,83.8,0,5.57
TEST,1.8,541.23,83.3,0,5.57
TEST,1.9,537.7,84.2,0,5.57
TEST,1.9,534.34,83.8,0,5.57
TEST,1.8,545.76,83.3,0,5.57
TEST,1.8,551.86,83.8,0,5.57
TEST,1.9,537.08,83.8,0,5.57
TEST,1.9,540.06,83.3,0,5.57
TEST,1.8,544.51,83.3,0,5.57
TEST,1.9,538.69,83.3,0,5.57
TEST,1.9,539.32,83.8,0,5.57
TEST,1.9,538.19,82.8,0,5.57
TEST,1.8,547.13,83.8,0,5.57
TEST,1.8,543.61,83.3,0,5.57
TEST,1.8,554.0,83.8,0,5.57
TEST,1.9,536.6,83.8,0,5.57
TEST,1.8,544.0,83.3,0,5.57
TEST,1.9,538.5,84.7,0,5.57
TEST,1.8,544.09,84.7,0,5.57
TEST,1.8,550.99,84.2,0,5.57
TEST,1.8,551.17,84.2,0,5.57
TEST,1.8,545.55,82.8,0,5.57
TEST,1.8,543.43,83.3,0,5.57
TEST,1.8,547.55,84.2,0,5.57
TEST,1.8,554.96,82.3,0,5.57
TEST,1.8,544.05,83.3,0,5.57
TEST,1.8,545.36,83.3,0,5.57
TEST,1.8,549.03,84.2,0,5.57
TEST,1.8,543.25,83.8,0,5.57
TEST,1.8,555.59,83.3,0,5.57
TEST,1.8,540.84,83.3,0,5.57
TEST,1.9,539.88,83.8,0,5.57
TEST,1.8,551.23,82.8,0,5.57
TEST,1.8,540.82,83.3,0,5.57
TEST,1.8,544.61,83.3,0,5.57
TEST,1.8,544.81,83.3,0,5.57
TEST,1.8,549.02,82.8,0,5.57
TEST,1.8,553.78,83.3,0,5.57
TEST,1.9,538.47,82.3,0,5.57
TEST,1.8,553.13,83.8,0,5.57
TEST,1.9,537.18,83.8,0,5.57
TEST,1.8,552.82,82.8,0,5.57
TEST,1.8,547.97,84.2,0,5.57
TEST,1.8,543.75,84.2,0,5.57
TEST,1.8,544.72,83.8,0,5.57
TEST,1.8,550.15,84.2,0,5.57
TEST,1.8,548.67,82.8,0,5.57
TEST,1.8,540.91,82.8,0,5.57
TEST,1.8,541.36,83.8,0,5.57
TEST,1.8,540.89,83.3,0,5.57
